session_id,target
1,0.002210074153856116
2,4.8109040276885194e-09
3,1.872766753147768e-08
4,2.355161447695625e-08
5,3.130416320223417e-05
6,0.00021846898127393565
7,0.0005479454175957237
8,0.0001322713589318644
9,0.0007952062603815026
10,0.10313214520088335
11,3.0365034836597563e-05
12,8.64349278755485e-05
13,0.0004375792066341251
14,0.35770526024894533
15,5.0196569727207453e-05
16,0.004009056897499883
17,0.015202901641739085
18,3.19351536314049e-05
19,0.0009341411820065968
20,2.7293969701240746e-07
21,0.06232169161752573
22,5.553560429445612e-08
23,2.866509795953354e-05
24,0.0003385824517780228
25,0.07177212817037563
26,4.60064132695609e-09
27,0.0006277464201984385
28,3.6922859569105587e-07
29,0.014569292969146838
30,0.00011073870830215226
31,0.013675756459701418
32,0.043835264372798194
33,0.0006207308378731638
34,9.3433712672757e-08
35,0.01339268085208297
36,0.0003265323850504221
37,6.201134824698334e-09
38,1.3754159315532284e-08
39,0.00011073870830215226
40,2.999899884062851e-05
41,0.00044252118187241586
42,0.0012580058382983498
43,1.8720793078192884e-06
44,1.4063283520948608e-05
45,0.2433969785742299
46,8.730392239366295e-06
47,0.009252644200850086
48,0.000591318005758829
49,2.510019989017696e-05
50,9.5039420723504e-06
51,1.2410880003931695e-07
52,6.010083792766212e-06
53,0.03573033667253921
54,0.0001032419237971883
55,6.149258014990698e-06
56,0.0018048184000506225
57,1.1778326552584157e-06
58,1.5456509592196588e-05
59,1.5875745746102982e-05
60,6.634145848787098e-06
61,9.052123647295721e-06
62,0.0013676713590745383
63,1.502346113793019e-05
64,3.2161783723077666e-05
65,7.061330351001047e-06
66,1.1961069873049433e-07
67,0.00019602288517048467
68,0.00015697266412406668
69,0.09148060353356774
70,0.00014673242472534653
71,0.0002719476119581223
72,1.5875745746102982e-05
73,0.030191040804865347
74,4.8109040276885194e-09
75,2.8874597687313272e-05
76,0.0003599855321515218
77,0.00017105210260481051
78,0.0015257763770125756
79,7.264142041301633e-06
80,0.00012247645351454628
81,2.360771308889602e-05
82,3.912158367624515e-05
83,3.734575524026496e-08
84,0.2497829869175808
85,1.3635187064035846e-05
86,6.213481736822464e-07
87,0.0011987197860739234
88,0.0005863314324178148
89,0.0003145815308084573
90,0.01806746973690128
91,0.0001307060886954992
92,9.616634029034734e-06
93,0.032810187665669434
94,0.0008489314443336968
95,0.03878260326102912
96,3.3870977514745583e-08
97,9.71364001843001e-05
