session_id,target
1,0.00032856473627194586
2,2.852902138563065e-06
3,9.310298771082703e-07
4,6.400579653360088e-07
5,0.00019883078924921602
6,7.079087139932645e-05
7,0.002940074404216745
8,0.001853840108434166
9,0.0001331971670230249
10,0.003156328461573597
11,0.00012457810421122081
12,1.6417117595257065e-05
13,7.94364134561044e-05
14,0.022292618574337484
15,0.0009111089863519437
16,0.0003704378018057066
17,0.020809428224460864
18,1.4592469301628437e-05
19,0.002477116633079201
20,2.0421910189965147e-06
21,0.03478357094305017
22,3.36142908362353e-05
23,0.0002682449675871055
24,0.011891794162373754
25,0.07976981637041569
26,1.0322621249811877e-05
27,0.00014082567363285527
28,8.47100501539197e-07
29,0.020573089602419894
30,0.0015430918429162413
31,0.02785048573778568
32,0.01724139676063779
33,0.0001290342049830983
34,1.662038201919083e-05
35,0.01890225947140499
36,0.000633186703076582
37,8.276285860236845e-08
38,2.8772826561574754e-06
39,0.00041985391937291475
40,1.1243316699658977e-05
41,0.001767166646895745
42,0.0065456509160267025
43,0.0001001132506179754
44,0.00011332763102431538
45,0.13997799900004831
46,0.00023453711443669799
47,0.0003537678858421625
48,6.585544285011248e-05
49,0.00025435474890069383
50,8.121267573938296e-06
51,2.431110912208861e-07
52,0.00011236582123323282
53,0.022865094810901078
54,0.0007714963146428014
55,0.00040310222500832444
56,0.020049728297824188
57,1.6031108944905975e-06
58,1.8442874391235585e-05
59,2.1250591336191607e-05
60,2.650149172830642e-06
61,8.621070210636336e-06
62,0.00024355950211292688
63,1.4695710012753592e-05
64,0.0005917978743873975
65,1.1157901964248427e-05
66,6.0775446118992635e-06
67,0.00016198628380681372
68,0.0016910434788260592
69,0.05701169921842371
70,4.797409858779002e-05
71,0.0016330957391413915
72,0.0005378459865050487
73,0.17344370095110148
74,7.290502698675824e-05
75,0.00021748054735248808
76,0.0023575593951717507
77,0.0018508924616569965
78,0.004882306026531237
79,0.000143524879757043
80,8.879925721919101e-06
81,1.2738149054919e-05
82,0.0015455613631893482
83,1.2466167916093342e-06
84,0.48007498576138513
85,0.0001547535350148441
86,6.108816694159275e-06
87,0.006116151336969966
88,0.0012625515572339395
89,0.0021430142221385
90,0.05241809380518035
91,3.534963624937242e-05
92,5.361320836564993e-06
93,0.04616870638260866
94,0.00017724245633345074
95,0.09253813427975767
96,3.1432208742816337e-06
97,0.0013478113875294044
98,2.4856568429641404e-05
99,1.9875511223255435e-05
100,0.0001893761405030822
101,5.538198084162701e-05
102,0.12511471411697248
103,0.00020161990573019283
104,0.0002851186648844255
105,0.0001719195222179257
106,6.023406744809856e-05
107,0.0146242064626554
108,0.00018015112751767568
109,7.168921091890277e-06
110,1.9463153493294528e-05
111,0.0006260154606075961
112,5.398815055282013e-07
113,0.0005992878047601272
114,2.775094839150179e-06
115,3.940969017223409e-05
116,3.668583866110862e-05
117,0.0002070668648108139
118,0.006083318071043097
119,0.0002761435306489505
120,0.0011396654702663634
121,1.949236205519461e-05
122,3.152512400095761e-05
123,5.761198862495596e-05
124,0.00026999228029363323
125,0.0021011562424909456
126,2.8786944711476662e-06
127,1.353543514624424e-06
128,5.518895145878448e-05
129,0.004633282922930476
130,0.005926128826041588
131,0.00023501046745378463
132,0.0034238651715112456
133,0.002757743421807371
134,5.061050855231717e-05
135,2.964777551151122e-06
136,0.0011345624534572815
137,6.883801795684208e-05
138,0.004939118896921479
139,7.589076702441148e-06
140,9.354745275191717e-05
141,5.10490327191389e-07
142,3.8421912924439004e-05
143,0.00013321785676345706
144,0.004180185912535074
145,2.2132547031673468e-06
146,0.0006991541196433193
147,7.283429427680346e-05
148,0.003826252964310987
149,0.0028245594762526835
150,0.03427111797843929
151,1.6516723361572354e-06
152,0.020973947316358037
153,7.877621163228707e-05
154,0.00012166777387989837
155,0.00021273177258396912
156,2.708283647061379e-05
157,1.957077497881166e-05
158,0.0017504692614256215
159,0.00011966927552212308
160,2.53724554792788e-05
161,0.006405569330596156
162,7.621990272132771e-05
163,0.0004921541528349193
164,0.004963698547021517
165,9.638926247893416e-06
166,1.2823108113316767e-05
167,0.012332982307981175
168,0.0028245594762526835
169,0.0021549993665106923
170,0.0005363531363061928
171,0.00309024281761604
172,0.0008246286209595667
173,0.0003238368553444959
174,0.0009479385343301802
175,0.20490001633334154
176,0.004568842271269847
177,0.014083297422304384
178,1.030845233749125e-05
179,0.00015651505114209723
180,0.0016191877808212883
181,4.173288726188039e-05
182,0.001416491414214965
183,2.2312178669164268e-05
184,0.00013631661004629366
185,0.00012330765827749855
186,0.0007684067616229697
187,4.561388190055876e-06
188,3.6942100024033086e-06
189,0.0038337170833009603
190,0.0003261919451989015
191,8.57335386030739e-05
192,3.5045464078332655e-05
193,0.006028686741827463
194,0.0008692728742552387
195,6.251929434722326e-05
196,2.3534765770956806e-05
197,0.0011354394191721631
198,0.0034382158840242393
199,0.013823879937459219
200,1.8063553178356467e-05
201,0.0001922703652300375
202,0.020698880241020533
203,3.5767801529846625e-06
204,0.000250678567792071
205,0.005657792382615572
206,1.3072955222633261e-08
207,0.0008841978611791575
208,0.0011707576013033738
209,2.769296410990671e-06
210,0.010126897348708322
211,0.0013094505052329464
212,0.01109431656166485
213,1.565204459950435e-05
214,0.02084779766205988
215,0.0010863530144705807
216,0.004910463409615993
217,0.03361976150107212
218,0.0017351334057597117
219,0.00030712263963320676
220,0.002922649477891762
221,0.0035043558554360174
222,4.810274291993066e-05
223,0.03639363324550501
224,0.0013100652162908789
225,0.014728618754298935
226,0.005815407474067547
227,0.004216336669756536
228,0.0008114169789751882
229,4.955593920399468e-05
230,0.0019690641352555264
231,9.97791984479224e-05
232,2.2814919770309254e-05
233,2.1256289234965752e-05
234,0.002639041285773814
235,0.0001708186271314886
236,0.0002137448783082354
237,0.0026783986583058493
238,0.00238193007962904
239,0.00041985391937291475
240,0.005665357215566981
241,0.0001097143300570818
242,6.300013040759187e-08
243,1.0485367253741597e-07
244,4.023745822082958e-05
245,0.00044933008594672837
246,8.982475979594987e-05
247,0.08011629089871396
248,0.000781513728354088
249,4.61407784624898e-05
250,0.0005899988071530794
251,0.032536809263913384
252,3.6105909558555156e-05
253,3.931274762300562e-05
254,0.0005845897136454067
255,0.0019018506872308188
256,2.272497826604692e-07
257,0.00022331360588872121
258,0.008704446224026411
259,0.004189424508924897
260,0.001016299935066897
261,0.00023139736118684909
262,0.001806277719329794
263,0.0007551125840615617
264,0.0022745381699874347
265,0.00010665567092054776
266,6.554189455811475e-06
267,2.0066946279857577e-09
268,0.00014425932136550364
269,0.0007657470119280728
270,0.00025210175820587023
271,8.467132065801166e-06
272,9.63631351055572e-05
273,1.3420164809158024e-05
274,0.0021638320333639723
275,0.008398160457900244
276,3.203826709267173e-06
277,0.0020403683213372037
278,0.01383866543410212
279,7.981593714554122e-06
280,0.0031287136045008383
281,7.994538717513927e-05
282,0.008559346601513458
283,0.0026743960210379096
284,0.00012646638613888995
285,1.4079647317101848e-05
286,5.306410295041625e-07
287,0.0026686987786882226
288,4.279490494692837e-06
289,0.0008361240594419456
290,1.7384551267926966e-05
291,0.0017854202042628486
292,0.0012802282331145784
293,0.0061623563982837045
294,0.00040450310839413775
295,2.5893974623330416e-05
296,2.5851033838648375e-05
297,0.00010737254182920221
298,8.023673020313629e-05
299,1.0291350102946694e-06
300,4.1443184248387465e-05
301,1.399161937375662e-05
302,0.00025748223791773175
303,5.480989747189258e-05
304,0.01201955851353336
305,0.05906088230188173
306,1.3042455934736705e-05
307,0.0025942991163072546
308,0.0001543236653625401
309,0.0020367052590493082
310,2.363720547904877e-05
311,0.005743322482903881
312,0.015309857891821434
313,0.0003879844916812812
314,2.148216031374327e-05
315,0.0006357558760242704
316,4.380811638433428e-05
317,0.0027610564631410763
318,3.5760226010149076e-05
319,7.832302054038725e-05
320,0.000309615945330233
321,0.01028756138570484
322,3.7375695903701296e-05
323,2.8753888590315692e-05
324,0.0034041922274508927
325,0.008481963370714786
326,0.002695003013385864
327,0.00033901400556145495
328,0.004014025014300222
329,2.53724554792788e-05
330,3.638232770293623e-06
331,0.009898506788228945
332,0.00053845013635314
333,0.2529959548948152
334,2.4475566308031622e-05
335,3.658038633642485e-05
336,0.00020689727094062881
337,0.012242991623086437
338,0.016771720032055164
339,0.000965958546008456
340,0.005529588452073791
341,4.799122498346998e-06
342,0.0040618400257930775
343,0.004373821504362083
344,0.012967653038555292
345,0.0015754831057653532
346,7.628606885674746e-05
347,0.5319654713757115
348,8.876613966981572e-06
349,9.895842583143643e-06
350,0.007439573534429927
351,0.0014014235164932789
352,0.06782350283203487
353,0.042977544312314694
354,0.0022419039526225533
355,0.010394687951326155
356,0.0004381456305011986
357,0.0005352308650632354
358,5.867683472990728e-05
359,0.09764749608229045
360,0.00011801172418946216
361,0.0023032344185536843
362,0.0008405982743476006
363,0.0001868338993974753
364,0.0010799155555363733
365,3.201023342246088e-06
366,1.977609191165873e-08
367,2.2926960988459895e-06
368,0.006147583593734379
369,0.007380872364146935
370,3.7382368941961836e-05
371,0.0027574648745231196
372,9.9691325394821e-06
373,6.253613974117575e-06
374,1.5447869972509582e-06
375,4.074042329701753e-05
376,0.005289464826963517
377,0.0008967696486843121
378,2.7594793920391665e-05
379,3.3190259733667983e-06
380,6.8571445906025e-05
381,0.001160267122230216
382,0.0064142031682008745
383,3.883982847224047e-05
384,7.540280316101203e-05
385,0.00518366390605038
386,0.0001443113634037955
387,0.00120972103208252
388,0.0028606339154542146
389,8.058272719903872e-06
390,1.1164267129963608e-05
391,0.00012145303504184832
392,0.0022473176624937877
393,0.00011223238846399668
394,1.1446161626769584e-05
395,3.9733851919709237e-05
396,0.0005083504501938683
397,8.744638593795853e-05
398,0.0015793546404296306
399,4.825245621269737e-08
